               X_x,               X_y,            ACCi_i,ACCi_$sampleCondition1,ACCi_sample_ACCi_2,
  5.7099769905e+01, -5.8953623136e+01,  9.1000000000e+01,  0.0000000000e+00,  9.1000000000e+01,
