              [C2],              [CP],               [M],              [pM],               [Y],              [YP],              [CT],              [YT],          [M]/[CT],         [YT]/[CT]
  6.7674110712e-04,  6.7672024697e-01,  2.3692498554e-02,  2.9891051336e-01,  1.1083906707e-04,  2.6557682997e-02,  1.0000000000e+00,  2.5000000000e-01,  2.3692498554e-02,  2.5000000000e-01,
