# Time	cdc2k	p-cyclin_cdc2-p	cyclin	p-cyclin	cdc2k-P	p-cyclin_cdc2	total_cyclin	total_cdc2	
0	0	0.25	0	0	0.75	0	0.25	1	
1	0.000736087	0.260135	0.000101879	0.00140345	0.736084	0.00304462	0.264685	1	
2	0.000725013	0.269623	0.000103437	0.00377025	0.725008	0.00464386	0.278141	1	
3	0.00071523	0.278346	0.000104853	0.00602333	0.715225	0.00571396	0.290188	1	
4	0.000706395	0.286332	0.000106165	0.00796503	0.706388	0.00657278	0.300976	1	
5	0.000698375	0.293571	0.000107385	0.00964187	0.698367	0.00736311	0.310683	1	
6	0.000691145	0.300003	0.000108509	0.0111582	0.691137	0.00816807	0.319438	1	
7	0.000684756	0.305513	0.000109523	0.0126254	0.684747	0.00905561	0.327303	1	
8	0.000679326	0.309898	0.000110399	0.0141596	0.679316	0.0101066	0.334274	1	
9	0.000675079	0.312805	0.000111096	0.0159026	0.675068	0.011452	0.340271	1	
10	0.000672426	0.313554	0.000111537	0.0180793	0.672412	0.0133616	0.345106	1	
11	0.00067222	0.310581	0.000111575	0.021163	0.672204	0.0165436	0.348399	1	
12	0.000676745	0.298909	0.000110839	0.0265582	0.676721	0.0236934	0.349271	1	
13	0.000696953	0.243976	0.000107668	0.0422379	0.696895	0.0584319	0.344754	1	
14	0.000826797	0.0061721	9.0831e-05	0.137557	0.826631	0.166371	0.31019	1	
15	0.000922345	0.00830843	8.13463e-05	0.155164	0.922276	0.0684928	0.232046	1	
16	0.000952551	0.0185049	7.8744e-05	0.117725	0.952523	0.0280197	0.164329	1	
17	0.000956046	0.0315415	7.84475e-05	0.0779273	0.956035	0.0114675	0.121015	1	
18	0.000948716	0.0454381	7.90502e-05	0.0482944	0.948712	0.00490167	0.0987132	1	
19	0.000937208	0.0593782	8.00195e-05	0.0290343	0.937205	0.00247919	0.0909717	1	
20	0.000924233	0.0731359	8.11422e-05	0.0174196	0.924232	0.00170814	0.0923448	1	
21	0.000910858	0.0866589	8.23334e-05	0.0107661	0.910856	0.00157389	0.0990813	1	
22	0.000897489	0.0999341	8.35598e-05	0.00712791	0.897487	0.00168159	0.108827	1	
