ControlParameters:
  0.0000000000e+00
SharedParameters:
  1.5000000000e-02,  0.0000000000e+00,  2.0000000000e+02,  1.8000000000e+02,  1.8000000000e-02,  0.0000000000e+00,  1.0000000000e+00,  6.0000000000e-01,  1.0000000000e+06,  1.0000000000e+03
IntegerSharedParameters:

Accessories:

IntegerAccessories:


Time series:
  4.5640359403e-01,  3.5258667530e-03,  1.9199885826e-01,  1.9190606181e-01,  1.9717790871e-01
  4.8072260243e-01,  3.5328370512e-03,  1.9227781306e-01,  1.9218498717e-01,  1.9746704993e-01
  5.0554624624e-01,  3.5399571178e-03,  1.9256238147e-01,  1.9246952840e-01,  1.9776203756e-01
  5.2866416202e-01,  3.5465926174e-03,  1.9282723708e-01,  1.9273435352e-01,  1.9803661576e-01
  5.4990239175e-01,  3.5526925867e-03,  1.9307042241e-01,  1.9297750466e-01,  1.9828874942e-01
  5.7141967389e-01,  3.5588766171e-03,  1.9331667083e-01,  1.9322372157e-01,  1.9854407951e-01
  5.9544416015e-01,  3.5657858834e-03,  1.9359145495e-01,  1.9349847549e-01,  1.9882902213e-01
  6.2146004302e-01,  3.5732734389e-03,  1.9388882874e-01,  1.9379582286e-01,  1.9913741841e-01
  6.4235069396e-01,  3.5792901336e-03,  1.9412747766e-01,  1.9403443715e-01,  1.9938493475e-01
  6.6395555355e-01,  3.5855164906e-03,  1.9437415324e-01,  1.9428108153e-01,  1.9964079615e-01
  6.8855549350e-01,  3.5926109325e-03,  1.9465486160e-01,  1.9456175975e-01,  1.9993198248e-01
  7.1502262656e-01,  3.6002497393e-03,  1.9495668141e-01,  1.9486355472e-01,  2.0024509767e-01
  7.3522666527e-01,  3.6060850453e-03,  1.9518694346e-01,  1.9509378012e-01,  2.0048399749e-01
  7.5627339414e-01,  3.6121675416e-03,  1.9542668410e-01,  1.9533348970e-01,  2.0073275014e-01
  7.8126213532e-01,  3.6193943391e-03,  1.9571116141e-01,  1.9561793646e-01,  2.0102794578e-01
  8.0588713338e-01,  3.6265213380e-03,  1.9599132107e-01,  1.9589806660e-01,  2.0131868712e-01
  8.3100974188e-01,  3.6337978989e-03,  1.9627696113e-01,  1.9618367986e-01,  2.0161514236e-01
  8.5415989744e-01,  3.6405081321e-03,  1.9654001281e-01,  1.9644670065e-01,  2.0188817754e-01
  8.7525031451e-01,  3.6466255076e-03,  1.9677952473e-01,  1.9668617769e-01,  2.0213679916e-01
  8.9673511872e-01,  3.6528613802e-03,  1.9702338278e-01,  1.9693000416e-01,  2.0238995134e-01
  9.2105998142e-01,  3.6599265847e-03,  1.9729931445e-01,  1.9720590542e-01,  2.0267642276e-01
  9.4755483467e-01,  3.6676281533e-03,  1.9759966602e-01,  1.9750623112e-01,  2.0298827476e-01
  9.6815256179e-01,  3.6736199398e-03,  1.9783302542e-01,  1.9773955486e-01,  2.0323058949e-01
  9.8960820724e-01,  3.6798654008e-03,  1.9807597322e-01,  1.9798247143e-01,  2.0348287912e-01
  1.0145892110e+00,  3.6871423516e-03,  1.9835867066e-01,  1.9826513841e-01,  2.0377647059e-01
  1.0390101981e+00,  3.6942617081e-03,  1.9863485489e-01,  1.9854129290e-01,  2.0406332245e-01
  1.0638404854e+00,  3.7015060229e-03,  1.9891548970e-01,  1.9882189980e-01,  2.0435482161e-01
  1.0870942842e+00,  3.7082955673e-03,  1.9917814367e-01,  1.9908452287e-01,  2.0462766644e-01
  1.1086604719e+00,  3.7145968614e-03,  1.9942159475e-01,  1.9932793996e-01,  2.0488058277e-01
  1.1305394062e+00,  3.7209939667e-03,  1.9966843737e-01,  1.9957475086e-01,  2.0513704158e-01
  1.1547319097e+00,  3.7280727443e-03,  1.9994121915e-01,  1.9984750220e-01,  2.0542047233e-01
  1.1806711235e+00,  3.7356687226e-03,  2.0023350557e-01,  2.0013976157e-01,  2.0572419506e-01
  1.2019337031e+00,  3.7418999426e-03,  2.0047294808e-01,  2.0037916955e-01,  2.0597302614e-01
  1.2237878888e+00,  3.7483090004e-03,  2.0071891466e-01,  2.0062510457e-01,  2.0622865575e-01
  1.2483891759e+00,  3.7555291174e-03,  2.0099563194e-01,  2.0090179143e-01,  2.0651626665e-01
  1.2747803531e+00,  3.7632809625e-03,  2.0129228449e-01,  2.0119841805e-01,  2.0682462403e-01
  1.2954822682e+00,  3.7693663815e-03,  2.0152484311e-01,  2.0143094066e-01,  2.0706637765e-01
  1.3169287410e+00,  3.7756750133e-03,  2.0176563295e-01,  2.0167169904e-01,  2.0731670556e-01
  1.3419053140e+00,  3.7830276459e-03,  2.0204588631e-01,  2.0195192170e-01,  2.0760808277e-01
  1.3692653404e+00,  3.7910888620e-03,  2.0235267271e-01,  2.0225868398e-01,  2.0792707391e-01
  1.3891455564e+00,  3.7969508389e-03,  2.0257545002e-01,  2.0248142314e-01,  2.0815873201e-01
  1.4101310110e+00,  3.8031429001e-03,  2.0281048614e-01,  2.0271642822e-01,  2.0840315413e-01
  1.4357610941e+00,  3.8107112832e-03,  2.0309736554e-01,  2.0300327644e-01,  2.0870151281e-01
  1.4605581814e+00,  3.8180398442e-03,  2.0337473646e-01,  2.0328061733e-01,  2.0899000647e-01
  1.4861215183e+00,  3.8256012272e-03,  2.0366048804e-01,  2.0356634197e-01,  2.0928724146e-01
  1.5097127671e+00,  3.8325850428e-03,  2.0392402369e-01,  2.0382984711e-01,  2.0956138982e-01
  1.5309647733e+00,  3.8388811130e-03,  2.0416128677e-01,  2.0406707449e-01,  2.0980822568e-01
  1.5523727694e+00,  3.8452279637e-03,  2.0440015603e-01,  2.0430591166e-01,  2.1005674984e-01
  1.5766987503e+00,  3.8524454969e-03,  2.0467141903e-01,  2.0457714378e-01,  2.1033899809e-01
  1.6036186036e+00,  3.8604395863e-03,  2.0497140198e-01,  2.0487710014e-01,  2.1065115536e-01
  1.6244795705e+00,  3.8666394821e-03,  2.0520371932e-01,  2.0510938195e-01,  2.1089291966e-01
  1.6463103883e+00,  3.8731323526e-03,  2.0544669882e-01,  2.0535232996e-01,  2.1114579718e-01
  1.6716024629e+00,  3.8806607393e-03,  2.0572802520e-01,  2.0563362565e-01,  2.1143860598e-01
  1.6960038057e+00,  3.8879302012e-03,  2.0599926333e-01,  2.0590483352e-01,  2.1172093743e-01
  1.7208435298e+00,  3.8953365508e-03,  2.0627519210e-01,  2.0618073347e-01,  2.1200817416e-01
  1.7444184518e+00,  3.9023716725e-03,  2.0653690076e-01,  2.0644241117e-01,  2.1228062924e-01
  1.7665012325e+00,  3.9089667421e-03,  2.0678189444e-01,  2.0668737117e-01,  2.1253570170e-01
  1.7887389533e+00,  3.9156132119e-03,  2.0702845985e-01,  2.0693390448e-01,  2.1279242880e-01
  1.8129002987e+00,  3.9228404737e-03,  2.0729618625e-01,  2.0720160008e-01,  2.1307120972e-01
  1.8386369076e+00,  3.9305456687e-03,  2.0758117564e-01,  2.0748656123e-01,  2.1336799013e-01
  1.8606203966e+00,  3.9371327538e-03,  2.0782444847e-01,  2.0772980030e-01,  2.1362134734e-01
  1.8830138348e+00,  3.9438479266e-03,  2.0807210893e-01,  2.0797742882e-01,  2.1387929234e-01
  1.9074875402e+00,  3.9511929987e-03,  2.0834260407e-01,  2.0824789327e-01,  2.1416104133e-01
  1.9333423082e+00,  3.9589594872e-03,  2.0862816802e-01,  2.0853342945e-01,  2.1445850993e-01
  1.9550517749e+00,  3.9654862967e-03,  2.0886779229e-01,  2.0877301920e-01,  2.1470814259e-01
  1.9771867578e+00,  3.9721462452e-03,  2.0911196736e-01,  2.0901716225e-01,  2.1496253387e-01
  2.0018095081e+00,  3.9795609147e-03,  2.0938341218e-01,  2.0928857624e-01,  2.1524535688e-01
  2.0281944532e+00,  3.9875135179e-03,  2.0967408096e-01,  2.0957921791e-01,  2.1554823418e-01
  2.0495006098e+00,  3.9939408623e-03,  2.0990864626e-01,  2.0981374783e-01,  2.1579267008e-01
  2.0714543373e+00,  4.0005687368e-03,  2.1015019754e-01,  2.1005526720e-01,  2.1604440319e-01
  2.0964671041e+00,  4.0081265732e-03,  2.1042522924e-01,  2.1033026799e-01,  2.1633104932e-01
  2.1235067806e+00,  4.0163045968e-03,  2.1072233540e-01,  2.1062734838e-01,  2.1664072763e-01
  2.1441497506e+00,  4.0225534029e-03,  2.1094900700e-01,  2.1085398292e-01,  2.1687700876e-01
  2.1656796030e+00,  4.0290757071e-03,  2.1118527960e-01,  2.1109022385e-01,  2.1712331436e-01
  2.1911843301e+00,  4.0368088421e-03,  2.1146499143e-01,  2.1136990442e-01,  2.1741492546e-01
  2.2162210648e+00,  4.0444071479e-03,  2.1173937884e-01,  2.1164426156e-01,  2.1770100850e-01
  2.2417677093e+00,  4.0521674528e-03,  2.1201915836e-01,  2.1192401332e-01,  2.1799273683e-01
  2.2654096792e+00,  4.0593557260e-03,  2.1227790173e-01,  2.1218272521e-01,  2.1826255158e-01
  2.2870229068e+00,  4.0659326982e-03,  2.1251429330e-01,  2.1241908150e-01,  2.1850907574e-01
  2.3089928980e+00,  4.0726236697e-03,  2.1275444117e-01,  2.1265919714e-01,  2.1875953447e-01
